city,lat,lng,pop,country,iso2,iso3,province,city_ascii
Aveiro,40.64100311,-8.650997534,54162,Portugal,PT,PRT,Aveiro,Aveiro
Lima,40.74287355,-84.10526453,54135,United States of America,US,USA,Ohio,Lima
Viedma,-40.79995278,-63.0000153,54031,Argentina,AR,ARG,Ciudad de Buenos Aires,Viedma
Abancay,-13.63959511,-72.89000594,53981,Peru,PE,PER,Apurímac,Abancay
Chicoutimi,48.43330853,-71.06670638,53940,Canada,CA,CAN,Québec,Chicoutimi
Illichivsk,46.30000205,30.66659298,53906,Ukraine,UA,UKR,Odessa,Illichivsk
Toledo,39.86703554,-4.016716351,53878.5,Spain,ES,ESP,Castilla-La Mancha,Toledo
Blacksburg,37.22941876,-80.41419784,53845.5,United States of America,US,USA,Virginia,Blacksburg
Telemaco Borba,-24.32995034,-50.61999577,53793.5,Brazil,BR,BRA,Paraná,Telemaco Borba
Carson City,39.16384849,-119.7663953,53767,United States of America,US,USA,Nevada,Carson City
Bac Giang,21.26700808,106.2000187,53728,Vietnam,VN,VNM,B?c Giang,Bac Giang
San Pedro de las Colonias,25.7592145,-102.9826911,53688,Mexico,MX,MEX,Coahuila,San Pedro de las Colonias
Charikar,35.01826174,69.16791215,53676,Afghanistan,AF,AFG,Parwan,Charikar
Kokomo,40.48676516,-86.13364201,53674,United States of America,US,USA,Indiana,Kokomo
Catalao,-18.18004148,-47.9500037,53646.5,Brazil,BR,BRA,Goiás,Catalao
Concepcion,-23.40638914,-57.43441187,53620.5,Paraguay,PY,PRY,Concepción,Concepcion
Nan,18.78684938,100.7714611,53576.5,Thailand,TH,THA,Nan,Nan
Mbalmayo,3.520391051,11.50001094,53501.5,Cameroon,CM,CMR,Centre,Mbalmayo
Hattiesburg,31.32727256,-89.2902452,53498.5,United States of America,US,USA,Mississippi,Hattiesburg
Grand Forks,47.92527753,-97.0324858,53496,United States of America,US,USA,North Dakota,Grand Forks
Tarbes,43.23329002,0.083343464,53480,France,FR,FRA,Midi-Pyrénées,Tarbes
Upata,8.020426452,-62.40999964,53474.5,Venezuela,VE,VEN,Bolívar,Upata
Valdosta,30.8328583,-83.27859664,53420,United States of America,US,USA,Georgia,Valdosta
Supham Buri,14.47100105,100.1289966,53399,Thailand,TH,THA,Suphan Buri,Supham Buri
Joensuu,62.59998903,29.76664791,53388,Finland,FI,FIN,North Karelia,Joensuu
Leninogorsk,54.59869448,52.44872595,53362,Russia,RU,RUS,Tatarstan,Leninogorsk
Whangarei,-35.71995278,174.3100215,53299.5,New Zealand,NZ,NZL,Northland,Whangarei
Melo,-32.35948606,-54.17998519,53258.5,Uruguay,UY,URY,Cerro Largo,Melo
Taxco,18.57037681,-99.6199506,53217,Mexico,MX,MEX,Guerrero,Taxco
Qingan,46.87185345,127.5118444,53206,China,CN,CHN,Heilongjiang,Qingan
Ilo,-17.64002277,-71.34002303,53192,Peru,PE,PER,Moquegua,Ilo
Los Andes,-32.82958657,-70.59999068,53135,Chile,CL,CHL,Valparaíso,Los Andes
Turnovo,43.08624473,25.65552934,53115,Bulgaria,BG,BGR,Veliko Tarnovo,Turnovo
Gelendzhik,44.57475852,38.06438432,53111.5,Russia,RU,RUS,Krasnodar,Gelendzhik
Nuevo Casas Grandes,30.41849082,-107.9118993,53091,Mexico,MX,MEX,Chihuahua,Nuevo Casas Grandes
Växjö,56.88369712,14.81670772,53067.5,Sweden,SE,SWE,Kronoberg,Vaxjo
Arcoverde,-8.420017071,-37.06999597,53066,Brazil,BR,BRA,Pernambuco,Arcoverde
Tacuarembo,-31.70996499,-55.98000452,53065.5,Uruguay,UY,URY,Tacuarembó,Tacuarembo
Tadmur,34.55040916,38.28333736,53063,Syria,SY,SYR,Homs (Hims),Tadmur
Tulare,36.20702639,-119.3441213,53005.5,United States of America,US,USA,California,Tulare
St.-Brieuc,48.51666262,-2.783303265,52998.5,France,FR,FRA,Bretagne,St.-Brieuc
Bitlis,38.39400012,42.12299765,52960,Turkey,TR,TUR,Bitlis,Bitlis
Serrinha,-11.64958738,-39.01000676,52953.5,Brazil,BR,BRA,Bahia,Serrinha
Pamplona,7.390387389,-72.66001998,52917,Colombia,CO,COL,Norte de Santander,Pamplona
Mandurah,-32.52348259,115.7470567,52866,Australia,AU,AUS,Western Australia,Mandurah
Chinhoyi,-17.35962645,30.18000769,52812,Zimbabwe,ZW,ZWE,Mashonaland West,Chinhoyi
St. Charles,38.60305585,-76.93893193,52792,United States of America,US,USA,Maryland,St. Charles
Sayanogorsk,53.0894326,91.40040523,52790.5,Russia,RU,RUS,Krasnoyarsk,Sayanogorsk
Hof,50.31704368,11.91667802,52696,Germany,DE,DEU,Bayern,Hof
Slobozia,44.56999806,27.38199659,52693,Romania,RO,ROU,Ialomita,Slobozia
Baiquan,47.60183474,126.0818542,52679.5,China,CN,CHN,Heilongjiang,Baiquan
Lokoja,7.800388203,6.739939737,52650.5,Nigeria,NG,NGA,Kogi,Lokoja
Kilosa,-6.839596742,36.99003129,52558,Tanzania,TZ,TZA,Morogoro,Kilosa
Jijiga,9.350422789,42.78998734,52507.5,Ethiopia,ET,ETH,Somali,Jijiga
Rongzhag,30.95044802,101.9166626,52500,China,CN,CHN,Sichuan,Rongzhag
Uvinza,-5.119598369,30.39002071,52500,Tanzania,TZ,TZA,Kigoma,Uvinza
Feyzabad,37.12976076,70.57924719,52490,Afghanistan,AF,AFG,Badakhshan,Feyzabad
Merida,38.91200402,-6.337997512,52423,Spain,ES,ESP,Extremadura,Merida
Linares,24.86038047,-99.57003117,52349.5,Mexico,MX,MEX,Nuevo León,Linares
Puerto Maldonado,-12.60002033,-69.18333297,52349,Peru,PE,PER,Madre de Dios,Puerto Maldonado
Krasnokamensk,50.0664905,118.0264803,52308,Russia,RU,RUS,Chita,Krasnokamensk
Livny,52.42479616,37.60436072,52277.5,Russia,RU,RUS,Orel,Livny
Chistopol,55.36477175,50.64067094,52232.5,Russia,RU,RUS,Tatarstan,Chistopol
Basankusu,1.233708922,19.80002112,52216,Congo (Kinshasa),CD,COD,Équateur,Basankusu
Texarkana,33.44210472,-94.03747481,52169,United States of America,US,USA,Arkansas,Texarkana
Venado Tuerto,-33.74958209,-61.97000065,52079,Argentina,AR,ARG,Santa Fe,Venado Tuerto
Jihlava,49.40038129,15.58332759,52010.5,Czech Republic,CZ,CZE,Kraj Vysocina,Jihlava
Azogues,-2.740002015,-78.84003036,51982,Ecuador,EC,ECU,Cañar,Azogues
Chilliwack,49.16664878,-121.949983,51942,Canada,CA,CAN,British Columbia,Chilliwack
Usulutan,13.3460011,-88.43200162,51910,El Salvador,SV,SLV,Usulután,Usulutan
Guadalajara,40.63370709,-3.166587363,51906.5,Spain,ES,ESP,Castilla-La Mancha,Guadalajara
Coari,-4.079971905,-63.12998153,51897.5,Brazil,BR,BRA,Amazonas,Coari
Maldonado,-34.91002806,-54.95998926,51877.5,Uruguay,UY,URY,Maldonado,Maldonado
Buguruslan,53.66301516,52.43301632,51877,Russia,RU,RUS,Orenburg,Buguruslan
Lao Chi,22.50135134,103.9659948,51854,Vietnam,VN,VNM,Lào Cai,Lao Chi
Guajara-Miram,-10.80002684,-65.34994938,51852.5,Brazil,BR,BRA,Rondônia,Guajara-Miram
Tupa,-21.92999347,-50.5199502,51798.5,Brazil,BR,BRA,São Paulo,Tupa
Solwezi,-12.17958087,26.39998002,51793.5,Zambia,ZM,ZMB,North-Western,Solwezi
Pirassununga,-21.99004148,-47.42998377,51698,Brazil,BR,BRA,São Paulo,Pirassununga
Cheremkhovo,53.15880821,103.0738529,51686.5,Russia,RU,RUS,Irkutsk,Cheremkhovo
Paracatu,-17.19958453,-46.86999211,51673.5,Brazil,BR,BRA,Minas Gerais,Paracatu
Vero Beach,27.64225201,-80.39112431,51650.5,United States of America,US,USA,Florida,Vero Beach
Puerto Ayacucho,5.663903624,-67.62360905,51622.5,Venezuela,VE,VEN,Amazonas,Puerto Ayacucho
Labinsk,44.6347807,40.74427242,51594,Russia,RU,RUS,Krasnodar,Labinsk
Karlovac,45.48720929,15.54777421,51593,Croatia,HR,HRV,Karlovacka,Karlovac
Maha Sarakham,16.18399803,103.2980045,51584,Thailand,TH,THA,Maha Sarakham,Maha Sarakham
Thakhek,17.41119692,104.8361226,51564,Laos,LA,LAO,Khammouan,Thakhek
Bay City,43.5944566,-83.88889531,51558.5,United States of America,US,USA,Michigan,Bay City
Itacoatiara,-3.140029278,-58.43998356,51509,Brazil,BR,BRA,Amazonas,Itacoatiara
Rotorua,-38.13458576,176.2454073,51497.5,New Zealand,NZ,NZL,Auckland,Rotorua
Coburg,50.26660748,10.96660681,51477.5,Germany,DE,DEU,Bayern,Coburg
Pine Bluff,34.22869753,-92.00305119,51472,United States of America,US,USA,Arkansas,Pine Bluff
Jendouba,36.50000406,8.749998615,51408,Tunisia,TN,TUN,Jendouba,Jendouba
Jacundá,-4.599578431,-49.38996749,51375,Brazil,BR,BRA,Pará,Jacunda
Timbauba,-7.499608135,-35.32002527,51327.5,Brazil,BR,BRA,Pernambuco,Timbauba
Elk,53.83370241,22.34999467,51312.5,Poland,PL,POL,Warmian-Masurian,Elk
Longview,46.13871991,-122.9369511,51290,United States of America,US,USA,Washington,Longview
Manhattan,39.19402753,-96.59243514,51289,United States of America,US,USA,Kansas,Manhattan
Vejle,55.70900103,9.534996498,51177,Denmark,DK,DNK,Syddanmark,Vejle
Sheboygan,43.75082949,-87.71442407,51148,United States of America,US,USA,Wisconsin,Sheboygan
Sefra,32.76041506,-0.579949383,51118,Algeria,DZ,DZA,Naâma,Sefra
Nyeri,-0.41699699,36.95100363,51084,Kenya,KE,KEN,Central,Nyeri
Jinotega,13.09100402,-86.00000362,51073,Nicaragua,NI,NIC,Jinotega,Jinotega
Musan,42.23043133,129.2303959,50942.5,North Korea,KP,PRK,Hamgyong-bukto,Musan
Seres,41.08597923,23.54971472,50910.5,Greece,GR,GRC,Kentriki Makedonia,Seres
Oranjestad,12.53038373,-70.02899195,50887.5,Aruba,AW,ABW,,Oranjestad
Al Karak,31.1851107,35.70473507,50870,Jordan,JO,JOR,Karak,Al Karak
Katerini,40.2723338,22.50249182,50850.5,Greece,GR,GRC,Kentriki Makedonia,Katerini
Ye,15.25326662,97.86786576,50798,Myanmar,MM,MMR,Mon,Ye
Tikhvin,59.64484641,33.51437781,50793,Russia,RU,RUS,Leningrad,Tikhvin
Campobasso,41.56299912,14.65599656,50762,Italy,IT,ITA,Molise,Campobasso
Kingsport,36.54832338,-82.56194788,50709.5,United States of America,US,USA,Tennessee,Kingsport
Estancia,-11.26961058,-37.45002446,50690,Brazil,BR,BRA,Sergipe,Estancia
Phetchabun,16.41899707,101.1590017,50656,Thailand,TH,THA,Phetchabun,Phetchabun
Salima,-13.78294554,34.43328813,50616.5,Malawi,MW,MWI,Salima,Salima
Kimry,56.86912437,37.34437659,50531,Russia,RU,RUS,Tver',Kimry
Ushuaia,-54.79000324,-68.31000126,50483.5,Argentina,AR,ARG,Tierra del Fuego,Ushuaia
Lahat,-3.800040671,103.5333081,50469.5,Indonesia,ID,IDN,Sumatera Selatan,Lahat
Andkhvoy,36.93165916,65.10149369,50469,Afghanistan,AF,AFG,Faryab,Andkhvoy
Araguaina,-7.190014629,-48.21001367,50444,Brazil,BR,BRA,Tocantins,Araguaina
Krasnokamsk,58.07473553,55.74428707,50382,Russia,RU,RUS,Perm',Krasnokamsk
Sawahlunto,-0.666278464,100.7833467,50354,Indonesia,ID,IDN,Sumatera Barat,Sawahlunto
Ma'an,30.19200312,35.73600358,50350,Jordan,JO,JOR,Ma`an,Ma'an
Lobatse,-25.2196118,25.68002397,50343.5,Botswana,BW,BWA,South-East,Lobatse
Zelenodolsk,55.84055666,48.65500403,50338.5,Russia,RU,RUS,Tatarstan,Zelenodolsk
Vyshnniy Volochek,57.58303428,34.56309932,50254,Russia,RU,RUS,Tver',Vyshnniy Volochek
Porto Uniao,-26.23960122,-51.07996769,50242.5,Brazil,BR,BRA,Santa Catarina,Porto Uniao
Sault Ste. Marie,46.49526145,-84.34527572,50173.5,United States of America,US,USA,Michigan,Sault Ste. Marie
Yevlax,40.61719647,47.15003129,50014,Azerbaijan,AZ,AZE,Yevlax,Yevlax
Passau,48.56704714,13.46660925,50000,Austria,AT,AUT,Oberösterreich,Passau
Pa-an,16.8499981,97.61670064,50000,Myanmar,MM,MMR,Kayin,Pa-an
El Kharga,25.44000917,30.55001094,49991,Egypt,EG,EGY,Al Wadi at Jadid,El Kharga
Portimao,37.13373985,-8.533314048,49856.5,Portugal,PT,PRT,Faro,Portimao
Zaranj,31.11200108,61.88699752,49851,Afghanistan,AF,AFG,Nimroz,Zaranj
Apia,-13.84154504,-171.7386416,49812,Samoa,WS,WSM,,Apia
Tacheng,46.75002626,82.95001664,49796,China,CN,CHN,Xinjiang Uygur,Tacheng
Emden,53.36667666,7.216654824,49786,Germany,DE,DEU,Niedersachsen,Emden
Ad Nabk,34.01703086,36.73330277,49775,Syria,SY,SYR,Damascus,Ad Nabk
Chachoengsao,13.67900105,101.0760037,49741,Thailand,TH,THA,Chachoengsao,Chachoengsao
Tucupita,9.060492166,-62.05999516,49704,Venezuela,VE,VEN,Monagas,Tucupita
Kyustendil,42.28427818,22.6911108,49676.5,Bulgaria,BG,BGR,Kyustendil,Kyustendil
Chiquinquira,5.620392068,-73.81994918,49634.5,Colombia,CO,COL,Boyacá,Chiquinquira
Linares,38.08332013,-3.633354738,49549.5,Spain,ES,ESP,Andalucía,Linares
Tikrit,34.59704714,43.67696163,49534,Iraq,IQ,IRQ,Sala ad-Din,Tikrit
Walvis Bay,-22.95752765,14.50530554,49504.5,Namibia,NA,NAM,Erongo,Walvis Bay
Registro,-24.49004393,-47.83998458,49485,Brazil,BR,BRA,São Paulo,Registro
Marzuq,25.90439943,13.89722896,49401.5,Libya,LY,LBY,Murzuq,Marzuq
Xanthi,41.14178977,24.88358679,49395.5,Greece,GR,GRC,Anatoliki Makedonia kai Thraki,Xanthi
Alexandria,43.90163107,25.28670654,49346,Romania,RO,ROU,Teleorman,Alexandria
Mercedes,-33.68958576,-65.4699679,49345,Argentina,AR,ARG,San Luis,Mercedes
Waterford,52.2582947,-7.111927939,49275,Ireland,IE,IRL,Kilkenny,Waterford
San Felipe,-32.75000486,-70.7200092,49256.5,Chile,CL,CHL,Valparaíso,San Felipe
Jaen,-5.709588197,-78.80998051,49171,Peru,PE,PER,Cajamarca,Jaen
Fengjie,31.05044191,109.5166638,49168,China,CN,CHN,Chongqing,Fengjie
Carazinho,-28.2900187,-52.80004358,49145,Brazil,BR,BRA,Rio Grande do Sul,Carazinho
Vyazma,55.21219708,34.29179805,49118.5,Russia,RU,RUS,Smolensk,Vyazma
Montepuez,-13.11957518,39.0000378,49041,Mozambique,MZ,MOZ,Cabo Delgado,Montepuez
Kanash,55.50912986,47.46866817,49011.5,Russia,RU,RUS,Chuvash,Kanash
Coffs Harbour,-30.3070532,153.1122973,48961,Australia,AU,AUS,New South Wales,Coffs Harbour
Cahul,45.90788129,28.19444413,48949.5,Moldova,MD,MDA,Cahul,Cahul
Larnaka,34.9170031,33.63599757,48947,Cyprus,CY,CYP,Larnaca,Larnaka
Vaasa,63.09998435,21.60001461,48930,Finland,FI,FIN,Western Finland,Vaasa
Barra do Corda,-5.509600404,-45.25996118,48901,Brazil,BR,BRA,Maranhão,Barra do Corda
Tromsø,69.63507623,18.99202525,48900.5,Norway,NO,NOR,Troms,Tromso
Bijar,35.87407513,47.59367346,48806,Iran,IR,IRN,Kordestan,Bijar
Arqalyq,50.24180279,66.89761145,48760.5,Kazakhstan,KZ,KAZ,Qostanay,Arqalyq
Siena,43.31703168,11.34999426,48731,Italy,IT,ITA,Toscana,Siena
Alexandroupoli,40.84861937,25.87440978,48711.5,Greece,GR,GRC,Anatoliki Makedonia kai Thraki,Alexandroupoli
Kumertau,52.7747748,55.7843363,48667.5,Russia,RU,RUS,Bashkortostan,Kumertau
Songkhla,7.209959126,100.5600012,48616,Thailand,TH,THA,Songkhla (Songkhla Lake),Songkhla
Namtu,23.08374473,97.39998734,48591,Myanmar,MM,MMR,Shan,Namtu
Vigan,17.57472699,120.3869047,48545,Philippines,PH,PHL,Ilocos Sur,Vigan
Bairin Zuoqi,43.98370933,119.1833606,48540,China,CN,CHN,Nei Mongol,Bairin Zuoqi
Verkhnyaya Salda,58.05018923,60.54978186,48525,Russia,RU,RUS,Sverdlovsk,Verkhnyaya Salda
Yamburg,68.35038739,77.13331742,48488,Russia,RU,RUS,Yamal-Nenets,Yamburg
Sao Borja,-28.65960854,-56.00997685,48450.5,Brazil,BR,BRA,Rio Grande do Sul,Sao Borja
Allanmyo,19.37831199,95.22792354,48446.5,Myanmar,MM,MMR,Magway,Allanmyo
Cojutepeque,13.71670204,-88.9333016,48411,El Salvador,SV,SLV,Cuscatlán,Cojutepeque
Mercedes,-34.66001748,-59.44002588,48408.5,Argentina,AR,ARG,Ciudad de Buenos Aires,Mercedes
Tulun,54.56533734,100.5653755,48407,Russia,RU,RUS,Irkutsk,Tulun
